number,created_date,title,score,review,predict
2685,2001-06-21 00:00:00,박하사탕,6,문소리는 언제 봐도 연기 잘하는 줄 모르겠음ㅋㅋㅋ 항상 작위적 연기 오그라들고 설경구도 어느 장면에선 훌륭한 연기를 하다가 의외의 발연기를 보여줌 (이를테면 군대씬이나 가장 중요한 엔딩씬에서의 작위적 연기 등등) 감독의 전작 ‘초록물고기’의 한석규가 얼마나 좋은 배우인 지 대비되고 물론 이 영화의 설경구 캐릭터가 복잡한 내면을 표현해야 하고 배우로서 더 어려운 레벨임은 사실입니다만 어느 장면에서는 기가 막힌 연기를 보여주다가 또 다른 씬에서는 발연기가 줄곧 교차 되다 보니 아이러니 하게도 설경구의 연기에서는 신선한 느낌을 받았습니다 ㅋㅋㅋ,0
2686,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,4,"뇌 비우고 봐도 헛웃음만 나옴.개인적으로는 킬링타임용도 안됐던거 같아요. 화려한 영상미는 있지만 스토리, 몰입감을 중요시하는 저에겐 힘들었습니다.",0
2687,2001-06-21 00:00:00,반창꼬,2,지가 의료사고 내놓고  보호자 고소할라고하며 연애질?가족잃은 보호자는 뭐냐??,0
2688,2001-06-21 00:00:00,시크릿 윈도우,4,그것이 비록 망상일지라도 카타르시스는 필요했다.,1
2689,2001-06-21 00:00:00,크루엘라,10,한국인이 좋아하는 전개1. 아침드라마급 가정사2. 자극적3. 빠른 전개,0
2690,2001-06-21 00:00:00,판소리 복서,7,엄태구 매력적인 배우영화는 별로,0
2691,2001-06-21 00:00:00,4등,10,욕심많은 부모들이 봐야할 영화네요결국 모두 자신이 해내야만 한다는..내꿈은..,1
2692,2001-06-21 00:00:00,굴뚝마을의 푸펠,10,잼민이들아 영화관에서는 조용히하는거다,0
2693,2001-06-21 00:00:00,크루엘라,10,"의상 디자인끝내줌,발상자체도 좋음..최고의 연출,음악, 영상미",1
2694,2001-06-21 00:00:00,내 깡패 같은 애인,10,감사합니다 좋은 영화 만들어 주셔서,1
2695,2001-06-21 00:00:00,크루엘라,10,감상포인트 전부체크할수밖에 없는 영화,1
2696,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,2,솔직히 이제 그만나올때가 된거같음ㅋㅋ.... 지루....했습니다,0
2697,2001-06-21 00:00:00,크루엘라,10,캐릭터들이 다 찰떡 캐스팅임!! 다음편도 당연히 나오는거죠???? 무조건 만드셔야 합니다 선생님 정말 꼭 나와야 돼요,1
2698,2001-06-21 00:00:00,바람,10,절대 일진미화물이 아니다 존잼,0
2699,2001-06-21 00:00:00,어벤져스: 엔드게임,10,.,1
2700,2001-06-21 00:00:00,헬로우 고스트,10,지금 다시봐도 눈물버튼ㅠㅠ,1
2701,2001-06-21 00:00:00,프리즌,5,적당히 말이 안돼야지.. 너무 말이 안되잖아... 구체적인 교정행정은 잘 모르더라도 기본적인 교정실무는 그래도 어느정도는 알고 만들어야될거 아니냐 감독아.. 아무리 문민정부때라 하더라도 감옥을 개막장으로 그려놨네,0
2702,2001-06-21 00:00:00,설국열차,8,"자본주의 시스템 아래, 혁명의  어리석음, 이상을 완전히 짓 밟은 허무.",0
2703,2001-06-21 00:00:00,조 블랙의 사랑,10,사랑 죽음 인생을 이야기하는 영화,1
2704,2001-06-21 00:00:00,크루엘라,10,.,1
2705,2001-06-21 00:00:00,크루엘라,2,기대를 너무 많이 했는지 개연성도 약하고 주인공도 뭔가 크루엘라에 확실히 녹아있단 느낌이 안들고 씨지도 좀 어설픔,0
2706,2001-06-21 00:00:00,크루엘라,5,기대했는데.. 찍먹 수준밖에 안됨 ㅠㅠㅠ..,0
2707,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,6,"무슨 뽀로로 보는줄,,,",0
2708,2001-06-21 00:00:00,동네사람들,6,"마무리가 너무 아쉽다. 김새론의 앞날은 상상은 가지만,  마동석의 결말은 그냥 단순히 그 마을을 떠나고 앞날을 상상에 맡기는 느낌이다. 솔직히 인생이 꼬인 상태로 보인 주인공인데, 어떻게 풀고 나가는지 쿠키로 보여줘도 됬을뻔도 했는데...그리고 학교에 있는 마동석에게 조언 해주는 선생님..이야기와 연관성 있을줄 알았는데 아무것도 아니었던 캐릭터..아쉬운 부분이 조금씩 있어서 큰 점수는 못드리겠네요. 배우들의 연기는 너무 좋았고, 김새론이 다 커서 연기하는 모습도 보기 좋았습니다.",1
2709,2001-06-21 00:00:00,혼숨,10,류덕환씨 연기 잘함,1
2710,2001-06-21 00:00:00,극장판 귀멸의 칼날: 무한열차편,9,"2회차 관람은 첫 관람인 남자친구 애니까지 보게 꼬시고 재밌어하길래 데리고 갔는데 여전히 눈물콧물 주르륵...옆에를 보니 남자친구 얼굴도 눈물범벅애니 작화 미쳤고.,,2기 기대됩니다ㅜㅜ",1
2711,2001-06-21 00:00:00,크루엘라,10,둘다연기 너무잘해요.,1
2712,2001-06-21 00:00:00,파이프라인,1,진짜 드럽게 재미없음 도굴이랑 겹치는것도 많고,0
2713,2001-06-21 00:00:00,파이프라인,8,"킬링타임..그냥 쏘쏘합니다조금 유치하기도하고.,크게 마음에 와닿거나와 졸잼이런 느낌은 아닌듯요",0
2714,2001-06-21 00:00:00,바람에 젖은 여자,6,아니 10대들 뭔데 9.0을 준건지....,0
2715,2001-06-21 00:00:00,크루엘라,10,여자영화 정말 멋짐폭발 두번봤네요 또 볼거애요,1
2716,2001-06-21 00:00:00,프레데터,9,공포에 질려 달아나는 아놀드 형이 상상되는가? 프레데터.그는 실력과 근성.거기다 외모까지 완벽하다..,1
2717,2001-06-21 00:00:00,아미 오브 더 데드,4,바티스타 연기는괜찮은데재미가없다  예상가능한전개 ,0
2718,2001-06-21 00:00:00,낙원의 밤,10,진짜재밌음 ㅋㅋㅋㅋ차승원이 뭔가 무서우면서도 웃김 ㅋㅋㅋㅋ,1
2719,2001-06-21 00:00:00,극장판 바이올렛 에버가든,10,시작하자마자 휴지 다썻다,0
2720,2001-06-21 00:00:00,크루엘라,10,.,1
2721,2001-06-21 00:00:00,크루엘라,8,엠마스톤 연기 ㄹㅈㄷ 라라랜드의 그 엠마스톤이 맞나?,0
2722,2001-06-21 00:00:00,클레멘타인,9,기대 안하고 봤는데 괜찮았어요 ㅎㅎ,1
2723,2001-06-21 00:00:00,톰보이,10,.,1
2724,2001-06-21 00:00:00,파이프라인,10,서인국 배우님 연기 진짜 너무 좋아요. 핀돌이역에 완전 몰입. 핀돌이 그 자체시더라구요. 출연하신 모든 배우님들 다 고생 많으셨을 듯 해요.,1
2725,2001-06-21 00:00:00,크루엘라,10,여주인공이 진짜 다해먹는 영화,0
2726,2001-06-21 00:00:00,파이프라인,8,서인국 이수혁 너무 매력넘치는 연기스타일에 푹 빠지겠어요,1
2727,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,5,스토리까지 분노의 질주를 한다. 액션이 기깔나긴 했는데 보는 내내 아무리 그래도 이건 좀 에바..;;;;라는 생각에 영 개운하지가 않더라,0
2728,2001-06-21 00:00:00,악마를 보았다,10,잔인하지만 통쾌한 영화,1
2729,2001-06-21 00:00:00,타이타닉,10,몇년전에 있었던 대형참사와 겹쳐보이는 모습이 많다.인간의 오만은 어떻게 귀결되는지 보여준다.최후가 닥치기 한시간전까지 이를 모르는 대다수 인간군상들의 모습을 담담히 보여준다.,1
2730,2001-06-21 00:00:00,크루엘라,9,재밌다 엠마스톤 얼굴 진짜 작네 ㄷㄷ,1
2731,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,연출력 최고입니다 추천추천,1
2732,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,6,액션은 좋아요. 근데 현실성이 없어 전혀 긴장감이 없는 액션이라 속 빈 강정 느낌입니다. 후반부 갈수록 더욱 그랬습니다.,0
2733,2001-06-21 00:00:00,비와 당신의 이야기,10,밀당을 잘하는 영화인듯,1
2734,2001-06-21 00:00:00,크루엘라,9,보는 맛이 있는 잘만든 영화!,1
2735,2001-06-21 00:00:00,스파이,10,다니엘 헤니님 넘 멋있어요ㅎ ,1
2736,2001-06-21 00:00:00,적호서생,1,짜장들이 이젠 평점 조작질까지 쳐하네..이게 나라냐??,0
2737,2001-06-21 00:00:00,버닝,8,리틀헝거와 그레이트헝거의 오해와 다툼결말이 아쉽다,0
2738,2001-06-21 00:00:00,파이프라인,10,서인국연기천잰듯!!!!,1
2739,2001-06-21 00:00:00,크루엘라,10,왜케 재밌냐 기대안하고봤는데,1
2740,2001-06-21 00:00:00,기담,10,우리집 강아지 껴안고 봤는데도 수ㅣ벌  엄마 귀신 개무서워 진짜,0
2741,2001-06-21 00:00:00,크루엘라,10,"영화관 자체를 안 간지 꽤 됐는데, 하도 재밌다길래 보러 가자 싶어서 늦은 시간에 방문. 이 영화 보자고 거의 몇 년 만에 영화관에 간 거였는데도 후회하지 않을 영화였음. 처음부터 끝까지 버릴 부분 하나도 없고, 장면장면이 다 기억에 남고. 캐릭터 하나의 이미지만 가지고 이런 스토리를 짜냈다는 게 정말 대단. 바빠서 다시 보진 못 하겠지만 시간적 여유만 있다면 다시 보러 가고 싶음. 쿠키영상 1개 있으니까 꼭 보고 나오시고, 후기를 한 줄로 요약하자면 디즈니가 디즈니했다. 최고예요!!",1
2742,2001-06-21 00:00:00,판소리 복서,4,엄태구 배우님 좋아하는데 이 영화에서는 목소리가 왤케 답답하고 듣기 거북하죠...ㅜ 안티 아니고 솔직한 느낌입니다,1
2743,2001-06-21 00:00:00,크루엘라,10,영화와 패션쇼를 멋지게섞은영화,1
2744,2001-06-21 00:00:00,파이프라인,10,영화 재미있고 유쾌하게 잘 봤습니다~핀돌이역에 서인국 배우님 몸을 아끼지 않는 연기 너무 좋았고 음문석 배우님 감초 역할 톡톡히 해주셔서 아주 재미있게 관람했습니다 파이프라인 대박나세요!~,1
2745,2001-06-21 00:00:00,#아이엠히어,8,기대안하고 봤는데 상당히 재밌었던 기억이네요,1
2746,2001-06-21 00:00:00,라이더스 오브 저스티스,8,덴마크 사람들 애나 어른이나 다 이리 똑똑한가 ??  지적수준 선진국 ,1
2747,2001-06-21 00:00:00,투 러버스,10,정신을 차리게 하는 것은 약물이나 충격적인 조언이 아니라 때로는 진심이 담긴 작은 선물일 수 도 있다. 일방적인 사랑에 빠진 남자를 물에 빠진 장갑이 구해준 것 처&amp;#39;럼 ㅎ,1
2748,2001-06-21 00:00:00,성난황소,8,"재미있는 작품이었는데 왜 아직 모르고 있었을까? 마동석이 등장하는 영화는 공통적인 포스가 있다. 이름하여 사람 날리기. 격투씬에서 사람이 날아 다닌다. 매번 형사, 깡패두목의 캐릭터를 하다가자상한 남편의 역할 하는 것을 보니 적응이 안된다. 터프한 이미지가 박힌탓에 왠지 모르게 건달영화가떠오른다. 코믹하면서도 진지한 분위기로 전혀 지루하지 않다. 동석 형님의 이미지 변신을 시도한작품이랄까? 하지만 그의 전문은 역시나 패는 것!",1
2749,2001-06-21 00:00:00,크루엘라,10,"영국배우들은 참 매력이 있는것 같아요,영상미, 연기력, 연출 음향 최고입니다. 너무 몰입도 좋게 봣습니다 강추 ! ",1
2750,2001-06-21 00:00:00,레드 닷,6,처음엔 단순히 화를 자초한줄 알았지만 나중에 알고보니 자업자득이었다,1
2751,2001-06-21 00:00:00,디어 헌터,10,이 영화는 미국국적 한국인 임종덕대위의 베트남 참전과 포로로 잡혀갔으나 두번씩이나 탈출 하는 등 미군 전력에 큰 도움을 주어 미군 교과서에 실릴 정도로 그 능력을 인정받고 전쟁 영웅으로 미국인들에게 대단한 감동을 준 실화를 영화한 것입니다. https://youtu.be/31NEApEGYvM,1
2752,2001-06-21 00:00:00,파이프라인,1,이건 뭐지....이건아니야,0
2753,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,믿고 보는 분노의 질주,1
2754,2001-06-21 00:00:00,파이프라인,5,후반부에 너무 꼬은 느낌이지만 배우들 연기는 좋았습니다.,1
2755,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,음 그냥 졸잼 꿀잼 핵잼안본사람은 있어도 한번본사람은 없을것!!어느 하나 빠지는것 없는 분노의 질주!!!다음편나올때까지 존버!!ㅎㅎ안본눈은 빨리 본눈하자!!!ㅎㅎ 마지막에 쿠키영상있으니 참고합시당^^,1
2756,2001-06-21 00:00:00,극장판 헌터X헌터 : 팬텀루즈,5,기대만큼은 아니다,0
2757,2001-06-21 00:00:00,크루엘라,10,예상보다 재미지다! 캐릭터들의 개성이 오짐.,1
2758,2001-06-21 00:00:00,굴뚝마을의 푸펠,8,나의 목적은 하나이무진 ost  최고!,1
2759,2001-06-21 00:00:00,크루엘라,8,괜찮은 타임킬링 영화입니다.,1
2760,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,6,눈이 즐겁다..!!!!,1
2761,2001-06-21 00:00:00,크루엘라,10,와우....엠마x엠마 미쳤다 조합,1
2762,2001-06-21 00:00:00,크루엘라,10,엠마스톤이 다해먹음 ㅠ,1
2763,2001-06-21 00:00:00,터미네이터 제니시스,4,"1,2에비하면 쓰1레기. 이건 내가아는 터미네이터가 아니다",0
2764,2001-06-21 00:00:00,홍길동,7,이거 보던 시절이 그립네,0
2765,2001-06-21 00:00:00,제로 다크 서티,8,역사상 최악의 테러리스트의 수장을 처단하는 스토리 잘 보았습니다. 마지막 특수부대 진압 장면이 정말 인상 깊었습니다. 헌데 런닝타임이 너무 긴 것이 흠인 것 같습니다. 지루한 부분을 줄이고 좀 더 긴장감 있는 연출로 표현했더라면 영화의 완성도가 더 올라가지 않았을까 합니다.,1
2766,2001-06-21 00:00:00,더 박스,1,영화가 정말  아쉽운것같다ㅠㅠ소재는 괜찮은데   스토리가너무약하고 질질끄는 지루함이 있고   편집에 문제도있고다소  아쉬운영화인것같다  스토리와   코믹과연기력과  긴 런닝타임이였다면 흥행하지않았을까 생각이든다  ,0
2767,2001-06-21 00:00:00,크루엘라,10,말이  필요없습니다  20201년  최고의  영화  사랑하는  연인들에게  이영화를  추천합니다,1
2768,2001-06-21 00:00:00,크루엘라,9,연기자들이 연기를 잘했고 영상미도 돋보입니다 반전도 괜찮구요 할인이 안되서 제돈주고 봤지만 돈값하는영화입니다,0
2769,2001-06-21 00:00:00,명탐정 코난: 비색의 탄환,10,.,1
2770,2001-06-21 00:00:00,천일의 스캔들,8,말이 왕이지 완전 난봉꾼이네,0
2771,2001-06-21 00:00:00,낙원의 밤,4,클리셰가 펼쳐진 낙원의 지독한 밤 ,1
2772,2001-06-21 00:00:00,얼굴없는 보스,1,햐 욕도아깝네.. 이딴 영화가 다있노,0
2773,2001-06-21 00:00:00,크루엘라,10,"사이다같은 영화, 연기도 좋았어요",1
2774,2001-06-21 00:00:00,내가 죽기를 바라는 자들,8,포스터보고 산불 재난영화인줄...,0
2775,2001-06-21 00:00:00,사탄: 휴게소 - 감독판,1,감독이 뻔뻔하게 낯짝올린게 부끄럽지도않나 싶을정도로 삼류쓰레기같았음 영상만드는사람이 만든거맞나??? 어떻게 퀄리티가 이렇게 낮을수가 있는거임??,0
2776,2001-06-21 00:00:00,크루엘라,10,스토리 댑악이고 연기랑 의상도 다 좋았고 아 ost는 말 할 것도 없고 진짜 다 좋았음,1
2777,2001-06-21 00:00:00,클레멘타인,10,부모님께 효도한다고 백신접종 예약했습니다. 근데 두 분 반응이 영..왜 그러냐고 물으니 &amp;lt; 자식을 잘못 키웠구나.우리가 원하는 건 클레멘타인dvd였다!&amp;gt;,0
2778,2001-06-21 00:00:00,파이프라인,1,유하 감독님 혹시 납치를 당해서 영화를 만들었다면 다음번 영화 첫장면에 당근을 넣어주세요,1
2779,2001-06-21 00:00:00,비와 당신의 이야기,9,보고 나오는길에 혹시 비가오진 않을까 기대하게 만든 영화,1
2780,2001-06-21 00:00:00,크루엘라,10,투엠마 연기 대박 몰입도 b스토리도 너무 좋고 꼭보세여 ㅜㅜ,1
2781,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,9,나 스토리는 진짜 감상포인트 추천 못누른다. 분노의 질주 솔직히 처음봤는데 보는내내 &amp;#39;진심..진심인가...?&amp;#39;만 이천오백만번 중얼거린 것 같다. 이들의 한계가 궁금해진다. 아 안돼팬들이 어떤맛에 좋아하는지는 알겠더라 그치만 나는 이번이 마지막일듯한 느낌적인 느낌,0
2782,2001-06-21 00:00:00,크루엘라,7,워낙 캐릭터성이 좋은 악역을 잘 표현하긴 했는데 PC때문에 굳이 아니타를 예전 애니메이션에 백인 캐릭터가아닌 다른 인종으로 바꾼건 별로였다.,0
2783,2001-06-21 00:00:00,히트,10,겁나 재미있음 연기도 잘하고 역시 헐리우드다 싶었음,1
2784,2001-06-21 00:00:00,크루엘라,10,이렇게 재밌고 탄탄하리라곤 생각 못했다. 영상은 생각만큼 음침한데 스토리와 진행은 꽤 발랄하다. 그래 착하기만 하고 속 답답한 청순가련 주인공은 한물갔지. 요샌 답답할 틈도 없이 뻥뻥 뚫어주는 빌런이 대세다. 최근 영화관에서 본 영화중 제일 기쁜마음으로 봤다. ,1
2785,2001-06-21 00:00:00,콜,8,박신혜연기는 늘 똑같은데 전종서 배우 대박임 스토리는 킬링타임용으로 재밌게봄 ,1
2786,2001-06-21 00:00:00,크루엘라,10,디즈니는 실망시키지 않습니다,1
2787,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,"이제는어디까지,,,,언제까지멋잇어지는거에요?!!!아진짜기다린보람이잇어ㅜㅜ♡",1
2788,2001-06-21 00:00:00,인트로덕션,7,"섣불리 저지르고 아파하는 사람은 항상 남자 쪽인 것 같지만, 알고 보면 둘 다 마찬가지일 것이다.",1
2789,2001-06-21 00:00:00,아미 오브 더 데드,1,내인생에 최고의 쓰레기영화 ㅎㅎ 고구마 백만개먹은느낌~~꼭봐요 나만당할수없지..,0
2790,2001-06-21 00:00:00,크루엘라,10,오늘 세번째 보러가오..  ,1
2791,2001-06-21 00:00:00,방과후 옥상,6,어렸을때 엄청 재밌게봤었다는그당시엔 꽤나 재밌었음,1
2792,2001-06-21 00:00:00,신세계,10,고가도로 다리에서 사람 목맨거보고 자살한줄알고 놀라고 당혹감 흉흉하고 세상악함 혐오감 공포심 두려움에 주말내내 싱숭생숭 뒤숭숭 심란했는데 경찰서 전화 문의 했더니 형사님 말씀하시길 영화 촬영중[신세계2] 이었습니다 ,1
2793,2001-06-21 00:00:00,라이더스 오브 저스티스,8,"기대없이 봤는데..볼만함. 재미도 있고, 주는 것도 있고..잘 만든 영화.",1
2794,2001-06-21 00:00:00,어른들은 몰라요,4,Gv시사회땜에 버티면서 본 영화영화 모든 부분이 툭툭 끊기는 느낌장면마다 이어지는 느낌이 전혀 없고 등장인물들이 왜 그렇게 행동하고 말하는지 이해가 안됨이유미 연기만 빛났던 것 같음제일 충격적이었던 건 컨테이너씬 왜 넣었는지 이해불가,0
2795,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,2,음 알바천국이군  적당것 해야지 스토리가 어쩌다 우주로 날라가나 어벤저스로 개봉한듯.. 현실성이 없어 너무 아쉽다 영화보다가 헛웃음들만 나온듯  스토리 연계도 허술하고 ..그냥 영상연출에 화려함만 볼만하지만 환타지에 가깝다 ,0
2796,2001-06-21 00:00:00,굴뚝마을의 푸펠,10,꼭 더빙을 보세여^^;;;,1
2797,2001-06-21 00:00:00,미나리,10,.,1
2798,2001-06-21 00:00:00,인터스텔라,10,평점 9점는 영화들은 다 이유가 있다 그걸 부정하고 재미가 없다 하면 그건 영화가 재미없는게 아니라 너님이 재미가 없어서다. ,1
2799,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,2,무슨 평론가 평점에 스포가 있냐..멍청하다 진짜.. 저것도 평론이라고..,0
2800,2001-06-21 00:00:00,파이프라인,10,엄청 웃었음ㅋㅋ한 번 더 보고싶어요,1
2801,2001-06-21 00:00:00,크루엘라,10,너무재밌어요 추천추천,1
2802,2001-06-21 00:00:00,모탈 컴뱃,5,본격 일본과 중국 무림 고수들의 대결. 유치할 수도 있지만 쉽게 볼 수 없는 독특함이 있다.,1
2803,2001-06-21 00:00:00,인터스텔라,10,미래의 나새끼야 비트코인사라고 말해줬어야지,0
2804,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,"지금까지분노의질주 시리즈중 최고!지금까지 영화관에서 본 영화중  최고,!상상초월의액션 손이쥐어쥐고악소리나는실감나는장면에  누구나 공감하는 가족에 엇갈린시선에 가족이야기도 감동적이다.또.보고말테다.",1
2805,2001-06-21 00:00:00,인트로덕션,10,"길게 쓸 수 있지만, 네이버를 위한 행동을 하고 싶지 않기에 짧게 쓰겠습니다. 충동적인 선택의 좋은 면과 나쁜 면을 간접적으로 경험할 수 있습니다. 또한 말과 행동이 일치하지 않은 인물들을 통해 완벽한 인간은 없다는 것을 느낄 수 있습니다. 현실하고 비슷한 부분이 많아서 재밌게 봤습니다.   Ps. 댓글 알바 아니고 광화문 씨네큐브에서 관람한 사람입니다. ",1
2806,2001-06-21 00:00:00,클릭,8,다소 뻔한 내용이긴 하나 메시지는 충분히 던져주며 센스 있는 장면과 적절한 감동이 돋보임,1
2807,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,10,"등장인물이 누군지 몰라, 다시 전편을 정독하게만듬",1
2808,2001-06-21 00:00:00,미드나잇 인 파리,10,.,1
2809,2001-06-21 00:00:00,나이브스 아웃,10,.,1
2810,2001-06-21 00:00:00,너의 췌장을 먹고 싶어,10,.,1
2811,2001-06-21 00:00:00,비와 당신의 이야기,1,팩트를 말하자면 먼가 건축학개론을 따라하고 순정드라마 따라하고 배끼고 또 배끼고 감독이 한심함 이건 감성팔이에 낚였다는 말밖에 안됨 좋은건 다배꼈음 내용도 너무 한심하고 돈쥬고 보는데 명대사는 1개2개정도고 너무 부산리즘에 빠져서 아주 대단한 애국자 나셨다죠 연기자의 맥이 없고 드라마를 많이 찍어서 드라마는 잘찍어도 이건 영화 돈주고 보는건데 영화 하게ㅛ다고 깝죽거리 하지마세요 영화 0점 ,0
2812,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,1,"스카이라인 나와주면 감지덕지 하면서 봐야하는건가? 프랜차이즈 최악의 에피소드. 전작들도 개연성이 큰 의미가 없는 시나리오였지만 이번 작품은 상상을 뛰어넘는 수준. 게다가 무의미한 오마주 남발로 피로감은 극에 달했다. 로먼 한명만 말 많으면 되는데 뭔 이런저런 잡놈들까지 아무 의미도 없는 메타포 미친듯이 날려대고.. 레이싱은 거의 없고, 액션도 애매한 맛이 있고. 그나마 드웨인존슨 없어서 그 멍청한 드라이빙을 보지 않아도 되었다는게 유일한 장점인듯 하다. 그 외에는 최악. 폴 워커의 죽음을 모독하는 느낌이 들 정도로 쓰레기같은 시나리오. ",0
2813,2001-06-21 00:00:00,비와 당신의 이야기,1,진짜 최악이네요 내가 감독해도 이거보다 나을듯,0
2814,2001-06-21 00:00:00,마르지엘라,6,"마르지엘라를 오랫동안 사랑했다면, 유쾌하지만은 않으실 수 있습니다. 우상이라고 생각해왔으나, 나만의 허상이었던 것 같다고 느낄 수 있습니다. 그의 철학을 이해하고 있다고 생각해왔으나, 그가 철학이 없는 것은 아니었나 의구심이 들 수 있습니다. 하지만 그의 낯선 민낯을 보는 것은 일부분 만족스럽습니다. ",1
2815,2001-06-21 00:00:00,국제시장,5,영화의 큰 줄기는 좋은데 몰입을 방해하는 거추장스러운 장치들이 많아서 아쉽다.,0
2816,2001-06-21 00:00:00,크루엘라,10,두번 봄 세번보고 싶음 ,1
2817,2001-06-21 00:00:00,건축학개론,9,최근에 봤는데 이 재밌는걸 이제봤다니 다좋은데마지막은 너무 애매하게 끝난거같아서 아쉽..,1
2818,2001-06-21 00:00:00,흥부: 글로 세상을 바꾼 자,6,갑자기 김주혁씨는 왜 칼로 베는건데....?,0
2819,2001-06-21 00:00:00,아미 오브 더 데드,2,주인공 딸 덕분에 위장염이 재발했어요!,1
2820,2001-06-21 00:00:00,더 문,10,부정된 자신의 존재 속에서도 &amp;#39;이거면 된 거야.&amp;#39;라고 말하는 샘. 잔인할 정도로 가슴 아프고 쓸쓸하며 고독한 sf. ,1
2821,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,9,주인공버프가 무엇인지 보여준 영화,1
2822,2001-06-21 00:00:00,아미 오브 더 데드,2,스토리 ㅈㄴ 억지인게 딸래미 지 가족 구하러 가는것도 아니고 남의 가족 구하려고 지 아버지 리스크 감수하게 하는거 개극혐이네 진짜 ㅡㅡ 지혼자 다 구하지도 못할거면서 어휴 진짜..,0
2823,2001-06-21 00:00:00,오블리비언,4,이걸보느니 우주전쟁을 2번 더 보겠다,0
2824,2001-06-21 00:00:00,세자매,6,"주변에 있을만한,,, 살을 조금 더 붙일수도 있는,,,",0
2825,2001-06-21 00:00:00,유다 그리고 블랙 메시아,6,내용의 공감은 부족하지만 연기와 연출은 만족,1
2826,2001-06-21 00:00:00,어른들은 몰라요,1,"박화영 보고 기대하셔서 보시려는분들! 절대 비추입니다ㅠㅠ 자극적이기만하고 스토리 전개 진짜 말같지도않아요,,, 개연성 최악,, 아,,,돈주고 봤는데,,돈 아깝고. 2시간도 아깝고,, 근래 본영화중 최악이네요.. 유미 배우님 연기너무잘하시는데 연기가아까워요... 배우님들 연기가 최고여서 1점이라도 주네요..  박화영에서 멈추셨어야 할거같아요.. 자극적이라고 다 10대의 문제를 표현할수있다고 생각하신건지,, 본질은 잊은채 겉멋만 집중한 영화,,게다가 잔인성은 덤으로 주는영화,, ",0
2827,2001-06-21 00:00:00,라야와 마지막 드래곤,7,"라푼젤 이후로 디즈니에 대한 기대감이 커진 탓일까..성인이 보기에는 좀 유치하고 전개가 작위적이었다. 라푼젤, 인사이드 아웃, 주먹왕 랄프 같은 건 몇번이고 다시봐도 재밌는데ㅠㅠ 제발 다시 돌아와줘 예전의 디즈니.",0
2828,2001-06-21 00:00:00,더 스파이,6,배우때문에 본것도 있는데 기대를 해서 그런가 많이 아쉬웠음 스릴러보단 다큐같은 느낌임 초중반 지루해서 영화관에서 졸아본적 없었는데 거의 졸뻔했고 후반부에 좀 긴장감이 생기는데 너무 짧음 그냥 완전 실화 바탕의 줄거리 그대로 보는 느낌임 영화적인 서스펜스가 너무 부족함,0
2829,2001-06-21 00:00:00,007 카지노 로얄 ,10,스토리부터 액션까지 퀄리티가 상당하다,1
2830,2001-06-21 00:00:00,닥터,10,김창완 캐스팅은 진짜 딱이네..내가 생각하는 김창완이라는 사람좋은사람좋게 생긴 서글서글한 아저씨인데..그런분이  저런 싸이코패스 연기를 소름돋게 하는 반전..대단했음..  ,1
2831,2001-06-21 00:00:00,버닝,7,마지막 엔딩이 가장 볼만했던 것 같다...,1
2832,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,9,"분노의 질주가 아니라 분노의 근육.. 여기 나오는 여자들까지도 어깨삼각근에 이두삼두하박은 기본장착에다 복근 등근육까지.. 다들 몸이 화가 나있음. 히어로급 빈디젤은 강화인간 캡틴아메리카랑 붙어도 질거 같지가 않음. 오랫만에 봤을땐 세월의 무게가 느껴졌는데, 액션을 보니 환갑 때까지도 거뜬할듯!  007이나 미션임파서블이었으면 조마조마 할 장면도 이들 팀이 하는거 보면 너무강력해서 편안하게 볼 수 있을정도로 긴박감이 느껴지지 않음ㅋ  동네카레이서가 A특공대가 되어버렜다는걸 받아들이면 재밌게 볼 수 있음. 팦콘무비를 팝콘 씹으며 볼 수 없다는게 아쉬울 따름ㅠ",0
2833,2001-06-21 00:00:00,더 스파이,7,상남자의 의리니 떠들 것 없다. 우연과 필연의 인생이 위대한 역사를 만들었다,1
2834,2001-06-21 00:00:00,지금 만나러 갑니다,10,정말재밌었고 감동적인영화였다,1
2835,2001-06-21 00:00:00,아메리칸 스나이퍼,8,결말에 벙쪘네요...,1
